Mx,END,0.1b / 0.9b,0.2b / 0.8b,0.3b / 0.7b,0.4b / 0.6b,0.5b
TOP,0,0,0,0,0,0
0.9a,0,17,27,33,36,37
0.8a,0,28,46,57,63,65
0.7a,0,34,58,74,82,85
0.6a,0,38,66,83,93,96
0.5a,0,39,68,86,97,100
0.4a,0,38,66,83,93,96
0.3a,0,34,58,74,82,85
0.2a,0,28,46,57,63,65
0.1a,0,17,27,33,36,37
BOT.,0,0,0,0,0,0
