Mx,END,0.1b / 0.9b,0.2b / 0.8b,0.3b / 0.7b,0.4b / 0.6b,0.5b
TOP,-4,0,0,0,0,0
0.9a,-7,-3,-1,0,1,1
0.8a,-8,-4,0,2,3,4
0.7a,-9,-3,1,4,7,7
0.6a,-9,-3,3,8,10,11
0.5a,-10,-2,5,11,14,16
0.4a,-10,-1,7,14,18,19
0.3a,-9,0,9,16,20,21
0.2a,-8,1,10,15,19,20
0.1a,-5,2,8,11,13,14
BOT.,0,0,0,0,0,0
