My,END,0.1b / 0.9b,0.2b / 0.8b,0.3b / 0.7b,0.4b / 0.6b,0.5b
TOP,-885,-240,69,199,252,266
0.9a,-995,-225,64,186,235,248
0.8a,-845,-206,60,172,217,229
0.7a,-722,-186,56,157,197,207
0.6a,-616,-163,52,141,175,184
0.5a,-518,-137,46,122,151,159
0.4a,-422,-110,40,102,125,131
0.3a,-324,-82,32,79,97,102
0.2a,-223,-53,23,55,67,70
0.1a,-116,-26,12,28,34,36
BOT.,0,0,0,0,0,0
