LOCATION    /    b/a,4.0,3.0,2.5,2.0,1.75,1.5,1.25,1.0,0.75,0.5
Bottom edge — midpoint,0.33,0.33,0.32,0.30,0.28,0.26,0.23,0.20,0.16,0.11
Side edge — maximum,0.41,0.41,0.41,0.40,0.39,0.38,0.35,0.32,0.26,0.20
Side edge -  midpoint,0.37,0.37,0.37,0.36,0.35,0.33,0.30,0.26,0.20,0.13
Top edge — midpoint,0.17,0.16,0.15,0.13,0.12,0.10,0.07,0.05,0.03,0.01
