Mxy,END,0.1b / 0.9b,0.2b / 0.8b,0.3b / 0.7b,0.4b / 0.6b,0.5b
TOP,0,1,1,1,0,0
0.9a,0,1,1,1,0,0
0.8a,0,1,1,1,0,0
0.7a,0,1,1,1,0,0
0.6a,0,1,1,1,0,0
0.5a,0,1,1,1,0,0
0.4a,0,0,0,0,0,0
0.3a,0,0,0,0,0,0
0.2a,0,1,1,1,1,0
0.1a,0,2,2,2,1,0
BOT.,0,0,0,0,0,0
