LOCATION    /    b/a,4.00,3.00,2.50,2.00,1.75,1.50,1.25,1.00,0.75,0.50
Bottom edge — midpoint,1.03,1.01,0.95,0.85,0.75,0.66,0.56,0.45,0.33,0.22
Side edge — maximum,1.68,1.59,1.47,1.26,1.12,0.95,0.77,0.58,0.40,0.25
Side edge -  midpoint,0.45,0.47,0.50,0.53,0.54,0.54,0.51,0.46,0.37,0.25
Top edge - midpoint,0,0,0,0,0,0,0,0,0,0
