Mxy,END,0.1b / 0.9b,0.2b / 0.8b,0.3b / 0.7b,0.4b / 0.6b,0.5b
TOP,26,24,19,14,7,0
0.9a,23,22,18,13,7,0
0.8a,18,17,14,10,5,0
0.7a,12,12,10,7,4,0
0.6a,6,6,5,4,2,0
0.5a,0,0,0,0,0,0
0.4a,6,6,5,4,2,0
0.3a,12,12,10,7,4,0
0.2a,18,17,14,10,5,0
0.1a,23,22,18,13,7,0
BOT.,26,24,19,14,7,0
