My,END,0.1b / 0.9b,0.2b / 0.8b,0.3b / 0.7b,0.4b / 0.6b,0.5b
TOP,0,0,0,0,0,0
0.9a,-35,7,9,7,7,7
0.8a,-60,12,15,13,11,11
0.7a,-75,16,19,16,14,14
0.6a,-81,17,20,16,15,14
0.5a,-79,16,19,15,13,13
0.4a,-68,13,15,11,9,9
0.3a,-50,9,8,5,4,4
0.2a,-29,3,0,-3,-4,-4
0.1a,-8,-5,-11,-13,-13,-13
BOT.,0,-14,-22,-25,-25,-25
