My,END,0.1b / 0.9b,0.2b / 0.8b,0.3b / 0.7b,0.4b / 0.6b,0.5b
TOP,0,0,0,0,0,0
0.9a,-11,1,3,3,2,2
0.8a,-21,2,6,5,4,4
0.7a,-29,3,8,7,6,6
0.6a,-35,3,9,8,7,7
0.5a,-37,4,9,8,7,7
0.4a,-35,4,8,7,6,5
0.3a,-29,4,6,4,3,3
0.2a,-18,2,2,0,-1,-1
0.1a,-6,-1,-4,-5,-6,-6
BOT.,0,-6,-11,-13,-13,-13
