Mx,END,0.1b / 0.9b,0.2b / 0.8b,0.3b / 0.7b,0.4b / 0.6b,0.5b
TOP,0,0,0,0,0,0
0.9a,-9,14,28,36,40,41
0.8a,-16,21,48,64,71,73
0.7a,-21,25,62,83,93,96
0.6a,-24,27,69,94,106,109
0.5a,-25,28,72,97,110,114
0.4a,-24,27,69,94,106,109
0.3a,-21,26,62,83,93,96
0.2a,-16,21,48,64,71,73
0.1a,-9,14,28,36,40,41
BOT.,0,0,0,0,0,0
