My,END,0.1b / 0.9b,0.2b / 0.8b,0.3b / 0.7b,0.4b / 0.6b,0.5b
TOP,0,0,0,0,0,0
0.9a,-12,-4,1,3,5,5
0.8a,-18,-7,0,5,7,8
0.7a,-20,-9,0,5,9,10
0.6a,-21,-9,-1,5,9,10
0.5a,-21,-9,-1,5,9,10
0.4a,-20,-9,0,5,9,10
0.3a,-18,-8,0,5,8,9
0.2a,-14,-6,0,4,6,6
0.1a,-6,-2,0,1,2,2
BOT.,0,0,-1,-2,-3,-3
