Mx,END,0.1b / 0.9b,0.2b / 0.8b,0.3b / 0.7b,0.4b / 0.6b,0.5b
TOP,-44,0,0,0,0,0
0.9a,-53,-16,0,9,13,15
0.8a,-57,-19,2,16,23,26
0.7a,-44,-17,5,21,31,34
0.6a,-40,-14,9,27,37,41
0.5a,-36,-10,13,31,41,45
0.4a,-32,-6,16,33,43,46
0.3a,-26,-2,18,32,41,43
0.2a,-19,1,17,28,34,36
0.1a,-10,3,12,18,21,22
BOT.,0,0,0,0,0,0
