Mx,END,0.1b / 0.9b,0.2b / 0.8b,0.3b / 0.7b,0.4b / 0.6b,0.5b
TOP,0,0,0,0,0,0
0.9a,-2,0,1,3,4,4
0.8a,-4,0,3,6,7,8
0.7a,-5,0,4,8,11,11
0.6a,-6,0,6,10,13,14
0.5a,-7,0,7,12,15,16
0.4a,-6,1,7,12,15,16
0.3a,-5,1,6,9,11,12
0.2a,-4,0,2,2,2,2
0.1a,-1,-3,-7,-11,-15,-16
BOT.,0,-9,-25,-36,-43,-45
