My,END,0.1b / 0.9b,0.2b / 0.8b,0.3b / 0.7b,0.4b / 0.6b,0.5b
TOP,0,0,0,0,0,0
0.9a,-11,0,3,3,3,3
0.8a,-21,0,5,6,5,5
0.7a,-29,0,7,8,7,7
0.6a,-35,0,9,9,8,8
0.5a,-37,1,9,9,8,8
0.4a,-35,2,8,8,7,6
0.3a,-29,2,6,5,4,4
0.2a,-18,1,2,1,0,0
0.1a,-6,-1,-3,-5,-6,-6
BOT.,0,-5,-10,-12,-13,-13
