My,END,0.1b / 0.9b,0.2b / 0.8b,0.3b / 0.7b,0.4b / 0.6b,0.5b
TOP,0,0,0,0,0,0
0.9a,0,3,5,5,5,5
0.8a,0,7,10,10,11,11
0.7a,0,10,14,15,15,15
0.6a,0,12,17,18,18,18
0.5a,0,14,19,20,20,20
0.4a,0,14,19,20,20,20
0.3a,0,13,17,17,18,18
0.2a,0,11,14,14,14,14
0.1a,0,7,8,8,8,8
BOT.,0,0,0,0,0,0
