Mxy,END,0.1b / 0.9b,0.2b / 0.8b,0.3b / 0.7b,0.4b / 0.6b,0.5b
TOP,9,9,7,5,3,0
0.9a,9,9,7,5,3,0
0.8a,9,8,7,5,2,0
0.7a,7,7,6,4,2,0
0.6a,5,5,4,3,1,0
0.5a,3,2,2,1,1,0
0.4a,1,1,1,1,0,0
0.3a,5,5,4,3,2,0
0.2a,9,9,7,5,3,0
0.1a,14,13,11,7,4,0
BOT.,17,15,12,8,4,0
