Mxy,END,0.1b / 0.9b,0.2b / 0.8b,0.3b / 0.7b,0.4b / 0.6b,0.5b
TOP,0,57,64,51,28,0
0.9a,0,53,63,50,27,0
0.8a,0,53,63,51,28,0
0.7a,0,54,64,51,28,0
0.6a,0,56,66,53,29,0
0.5a,0,60,69,54,29,0
0.4a,0,63,72,56,30,0
0.3a,0,67,75,58,31,0
0.2a,0,71,77,59,31,0
0.1a,0,74,79,60,31,0
BOT.,0,75,79,60,32,0
