My,END,0.1b / 0.9b,0.2b / 0.8b,0.3b / 0.7b,0.4b / 0.6b,0.5b
TOP,-77,-42,-4,23,39,44
0.9a,-88,-39,-3,22,37,42
0.8a,-84,-38,-3,22,36,41
0.7a,-82,-37,-2,21,35,40
0.6a,-80,-35,-2,21,34,39
0.5a,-76,-32,-1,20,32,36
0.4a,-70,-29,0,19,30,33
0.3a,-61,-23,1,17,25,28
0.2a,-48,-17,2,13,19,21
0.1a,-28,-8,2,8,11,12
BOT.,0,0,0,0,0,0
