My,END,0.1b / 0.9b,0.2b / 0.8b,0.3b / 0.7b,0.4b / 0.6b,0.5b
TOP,-43,-23,-2,13,22,25
0.9a,-49,-22,-2,12,21,24
0.8a,-47,-22,-2,12,20,23
0.7a,-46,-21,-2,12,20,23
0.6a,-45,-20,-1,12,20,22
0.5a,-43,-18,-1,11,18,21
0.4a,-39,-16,0,10,16,18
0.3a,-32,-12,1,9,13,14
0.2a,-21,-8,1,5,8,9
0.1a,-8,-3,0,1,1,1
BOT.,0,-1,-3,-5,-6,-6
