Mxy,END,0.1b / 0.9b,0.2b / 0.8b,0.3b / 0.7b,0.4b / 0.6b,0.5b
TOP,0,19,19,14,7,0
0.9a,0,18,19,14,7,0
0.8a,0,18,19,14,7,0
0.7a,0,18,19,14,7,0
0.6a,0,19,20,13,6,0
0.5a,0,20,19,13,6,0
0.4a,0,20,18,11,5,0
0.3a,0,19,16,10,4,0
0.2a,0,16,12,7,3,0
0.1a,0,10,7,4,2,0
BOT.,0,0,0,0,0,0
