Mx,END,0.1b / 0.9b,0.2b / 0.8b,0.3b / 0.7b,0.4b / 0.6b,0.5b
TOP,-76,0,0,0,0,0
0.9a,-72,-11,5,11,13,14
0.8a,-59,-15,6,15,18,18
0.7a,-48,-15,4,11,13,12
0.6a,-39,-13,-2,0,-2,-3
0.5a,-30,-13,-12,-19,-26,-29
0.4a,-21,-16,-29,-47,-62,-67
0.3a,-13,-23,-53,-84,-109,-117
0.2a,-6,-33,-86,-136,-169,-180
0.1a,-1,-47,-128,-199,-243,-258
BOT.,0,-64,-183,-278,-333,-351
