My,END,0.1b / 0.9b,0.2b / 0.8b,0.3b / 0.7b,0.4b / 0.6b,0.5b
TOP,0,0,0,0,0,0
0.9a,-5,-2,0,1,2,2
0.8a,-10,-4,0,3,4,5
0.7a,-14,-6,0,4,6,7
0.6a,-19,-8,0,5,8,9
0.5a,-22,-10,0,6,10,11
0.4a,-25,-10,0,7,11,12
0.3a,-26,-10,1,7,11,12
0.2a,-23,-8,1,6,9,10
0.1a,-15,-4,1,4,6,6
BOT.,0,0,0,0,0,0
