My,END,0.1b / 0.9b,0.2b / 0.8b,0.3b / 0.7b,0.4b / 0.6b,0.5b
TOP,0,0,0,0,0,0
0.9a,-9,-3,1,3,1,4
0.8a,-18,-6,1,5,4,8
0.7a,-25,-8,2,7,10,10
0.6a,-31,-9,3,9,12,12
0.5a,-33,-9,3,9,12,13
0.4a,-32,-8,4,9,11,12
0.3a,-27,-6,3,7,8,9
0.2a,-18,-3,2,4,4,4
0.1a,-6,-2,-1,-1,-2,-2
BOT.,0,-2,-5,-7,-9,-9
