Mxy,END,0.1b / 0.9b,0.2b / 0.8b,0.3b / 0.7b,0.4b / 0.6b,0.5b
TOP,23,16,7,3,1,0
0.9a,22,15,7,3,1,0
0.8a,20,13,6,2,1,0
0.7a,16,10,4,2,1,0
0.6a,10,6,2,1,0,0
0.5a,3,1,0,0,0,0
0.4a,5,4,2,1,0,0
0.3a,13,9,4,2,1,0
0.2a,21,14,6,2,1,0
0.1a,27,17,7,3,1,0
BOT.,31,18,8,3,1,0
