Mx,END,0.1b / 0.9b,0.2b / 0.8b,0.3b / 0.7b,0.4b / 0.6b,0.5b
TOP,-4,0,0,0,0,0
0.9a,-6,-2,0,1,1,2
0.8a,-7,-3,0,3,4,4
0.7a,-7,-2,2,5,7,8
0.6a,-7,-2,4,8,10,11
0.5a,-7,-1,5,9,12,13
0.4a,-7,0,6,10,12,13
0.3a,-6,0,5,8,9,10
0.2a,-4,0,1,1,0,0
0.1a,-1,-3,-8,-13,-16,-18
BOT.,0,-9,-25,-37,-45,-48
