 LOCATION    /    b/a,4.00,3.00,2.50,2.00,1.75,1.50,1.25,1.00,0.75,0.50
Bottom edge — midpoint,0.50,0.50,0.48,0.45,0.43,0.40,0.36,0.32,0.26,0.19
Side edge — maximum,0.38,0.37,0.33,0.27,0.26,0.26,0.25,0.24,0.22,0.17
Side edge -  midpoint,0.23,0.24,0.25,0.26,0.26,0.26,0.25,0.23,0.19,0.13
Top edge — midpoint,0.17,0.16,0.15,0.13,0.12,0.10,0.07,0.05,0.03,0.01
