My,END,0.1b / 0.9b,0.2b / 0.8b,0.3b / 0.7b,0.4b / 0.6b,0.5b
TOP,0,0,0,0,0,0
0.9a,0,4,7,9,9,10
0.8a,0,7,11,15,16,17
0.7a,0,8,14,18,21,22
0.6a,0,9,16,21,23,24
0.5a,0,9,16,21,24,25
0.4a,0,9,16,21,23,24
0.3a,0,8,14,18,21,22
0.2a,0,7,11,15,16,17
0.1a,0,4,7,9,9,10
BOT.,0,0,0,0,0,0
