Mx,END,0.1b / 0.9b,0.2b / 0.8b,0.3b / 0.7b,0.4b / 0.6b,0.5b
TOP,-17,0,0,0,0,0
0.9a,-20,-6,0,3,5,6
0.8a,-19,-7,2,8,12,13
0.7a,-19,-6,5,14,19,20
0.6a,-19,-4,10,19,25,27
0.5a,-18,-1,14,25,31,33
0.4a,-17,1,17,28,35,37
0.3a,-15,4,19,29,35,37
0.2a,-11,5,18,26,30,32
0.1a,-6,5,13,17,19,20
BOT.,0,0,0,0,0,0
