My,END,0.1b / 0.9b,0.2b / 0.8b,0.3b / 0.7b,0.4b / 0.6b,0.5b
TOP,0,0,0,0,0,0
0.9a,0,10,13,14,14,14
0.8a,0,18,23,25,25,25
0.7a,0,23,31,33,33,33
0.6a,0,26,36,38,38,38
0.5a,0,27,37,40,40,40
0.4a,0,26,36,38,38,38
0.3a,0,23,31,33,33,33
0.2a,0,18,23,25,25,25
0.1a,0,10,13,14,14,14
BOT.,0,0,0,0,0,0
