Mxy,END,0.1b / 0.9b,0.2b / 0.8b,0.3b / 0.7b,0.4b / 0.6b,0.5b
TOP,0,23,22,15,8,0
0.9a,0,21,21,14,7,0
0.8a,0,16,16,11,6,0
0.7a,0,9,10,7,3,0
0.6a,0,2,2,2,1,0
0.5a,0,5,5,4,2,0
0.4a,0,11,11,8,4,0
0.3a,0,15,15,11,5,0
0.2a,0,16,16,11,5,0
0.1a,0,12,11,8,4,0
BOT.,0,0,0,0,0,0
