Mx,END,0.1b / 0.9b,0.2b / 0.8b,0.3b / 0.7b,0.4b / 0.6b,0.5b
TOP,0,0,0,0,0,0
0.9a,-9,7,19,27,31,32
0.8a,-15,9,30,45,53,45
0.7a,-20,10,37,57,69,72
0.6a,-23,9,41,64,77,82
0.5a,-24,9,42,66,80,85
0.4a,-23,9,41,64,77,82
0.3a,-20,10,37,57,69,72
0.2a,-15,9,30,45,53,56
0.1a,-9,7,19,27,31,32
BOT.,0,0,0,0,0,0
