My,END,0.1b / 0.9b,0.2b / 0.8b,0.3b / 0.7b,0.4b / 0.6b,0.5b
TOP,-544,-209,28,149,206,223
0.9a,-660,-195,26,139,193,208
0.8a,-569,-179,25,130,179,193
0.7a,-496,-162,24,119,163,176
0.6a,-430,-142,24,107,146,157
0.5a,-368,-119,22,94,127,137
0.4a,-305,-95,20,79,106,114
0.3a,-239,-70,18,62,83,88
0.2a,-167,-46,13,43,57,61
0.1a,-88,-22,8,23,30,32
BOT.,0,0,0,0,0,0
