Mx,END,0.1b / 0.9b,0.2b / 0.8b,0.3b / 0.7b,0.4b / 0.6b,0.5b
TOP,0,0,0,0,0,0
0.9a,-1,0,0,0,0,0
0.8a,-1,0,0,0,0,0
0.7a,-1,-1,0,0,0,1
0.6a,-2,-1,0,0,1,1
0.5a,-2,-1,0,1,1,1
0.4a,-2,-1,0,1,2,2
0.3a,-3,-1,0,2,2,3
0.2a,-3,-1,1,3,3,4
0.1a,-2,0,2,3,4,4
BOT.,0,0,0,0,0,0
