My,END,0.1b / 0.9b,0.2b / 0.8b,0.3b / 0.7b,0.4b / 0.6b,0.5b
TOP,-404,-45,50,64,58,54
0.9a,-386,-41,46,58,52,48
0.8a,-312,-36,41,50,44,40
0.7a,-253,-32,34,40,33,30
0.6a,-201,-26,26,29,21,18
0.5a,-152,-22,17,15,7,4
0.4a,-106,-18,5,0,-8,-11
0.3a,-63,-15,-7,-17,-25,-28
0.2a,-28,-14,-22,-35,-44,-47
0.1a,-4,-16,-37,-54,-63,-66
BOT.,0,-21,-53,-73,-83,-87
